time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
7.410000,19.9222,-28.9408,1.2826,35.158
7.416000,20.5326,-28.8235,1.4631,35.419
7.422000,21.2992,-28.6170,1.6046,35.709
7.425000,22.2934,-28.3576,1.7389,36.113
7.430000,23.3529,-28.1171,1.8973,36.600
7.435000,24.2653,-27.8719,1.9724,37.007
7.441000,25.1462,-27.7150,1.9334,37.473
7.446000,25.9123,-27.6247,1.7968,37.918
7.450000,26.5111,-27.5770,1.4495,38.281
7.456000,27.1677,-27.6479,0.9438,38.773
7.461000,27.6867,-27.8106,0.3889,39.244
7.466000,27.9278,-28.0856,-0.2430,39.608
7.472000,27.8585,-28.3810,-0.7378,39.776
7.476000,27.3903,-28.7487,-1.2355,39.727
7.482000,26.5374,-29.2859,-1.6358,39.555
7.485000,25.0931,-29.7598,-1.5706,38.959
7.491000,23.3544,-30.2476,-1.2259,38.234
7.495000,21.4270,-30.8981,-0.7730,37.609
7.501000,19.5581,-31.5920,-0.2438,37.157
7.508000,17.6934,-32.0639,0.3188,36.623
7.512000,16.0975,-33.0464,0.3941,36.761
7.518000,14.3662,-34.5881,0.1419,37.453
7.531000,12.0761,-36.5866,-0.6327,38.533
7.533000,8.8232,-38.7722,-1.8323,39.806
7.534000,4.3173,-40.8435,-2.8379,41.169
7.536000,-1.5919,-42.7606,-3.5867,42.940
7.541000,-8.4454,-44.5936,-4.1505,45.576
7.547000,-15.5090,-46.4502,-4.4465,49.172
7.552000,-22.4308,-48.1629,-4.2655,53.301
7.556000,-29.0301,-49.5335,-2.9418,57.489
7.562000,-35.3380,-50.6877,-0.3867,61.791
7.566000,-41.2197,-51.5319,3.2386,66.069
7.572000,-46.1977,-51.6849,7.0054,69.675
7.576000,-49.9276,-51.5350,9.9987,72.447
7.582000,-51.9430,-51.4907,12.4372,74.189
7.587000,-53.1346,-51.1136,14.8101,75.201
7.591000,-53.6296,-50.5204,17.1663,75.651
7.597000,-53.7022,-49.7325,18.9608,75.609
7.601000,-53.2374,-48.8000,19.9494,74.924
7.606000,-52.1404,-47.7862,19.8325,73.454
7.611000,-50.3653,-46.9092,18.4445,71.255
7.616000,-47.7762,-46.3639,15.9873,68.467
7.621000,-44.4989,-46.0168,12.7563,65.272
7.627000,-40.5279,-45.6831,8.9780,61.726
7.633000,-35.8147,-45.5566,5.2628,58.188
7.636000,-30.8256,-45.5245,1.6363,55.003
7.642000,-25.6177,-45.5186,-1.8478,52.265
7.652000,-20.3699,-45.6731,-5.1810,50.277
7.654000,-15.2223,-46.0478,-8.0184,49.157
7.662000,-10.2975,-46.5111,-10.3985,48.759
7.663000,-5.5854,-47.1812,-12.1712,49.045
7.667000,-1.1346,-47.9153,-13.4150,49.771
7.671000,3.0214,-48.7791,-14.3119,50.925
7.676000,6.5536,-49.9005,-14.8274,52.468
7.682000,9.6280,-51.6048,-14.9039,54.570
7.686000,13.2212,-53.4904,-13.7328,56.786
7.692000,16.4286,-54.8331,-12.0803,58.502
7.697000,19.8169,-56.2892,-10.3414,60.565
7.701000,22.8360,-57.5885,-8.7587,62.567
7.707000,25.3807,-58.6558,-7.5037,64.350
7.712000,27.4001,-59.5157,-6.4083,65.833
7.718000,28.8327,-60.2970,-5.4100,67.055
7.721000,29.8429,-61.1035,-4.4851,68.150
7.727000,30.6976,-61.8355,-3.6342,69.132
7.732000,31.4326,-62.2099,-2.8694,69.759
7.737000,31.9175,-62.2127,-2.0837,69.953
7.742000,32.3683,-62.1112,-1.1900,70.049
7.747000,33.0453,-61.9507,-0.5658,70.215
7.752000,33.8719,-61.4426,-0.5342,70.163
7.761000,34.8967,-60.5196,-0.9939,69.867
7.762000,36.1488,-59.1680,-1.8337,69.361
7.767000,37.1432,-57.4970,-3.0591,68.519
7.772000,37.4360,-55.8955,-4.2793,67.410
7.777000,36.8372,-54.5284,-5.2536,66.015
7.782000,35.5104,-53.4632,-5.9129,64.454
7.788000,34.0783,-52.4338,-6.2638,62.848
7.792000,32.9217,-51.2009,-6.1543,61.182
7.797000,31.7666,-49.8019,-5.7220,59.347
7.803000,30.4396,-48.3342,-5.2475,57.361
7.807000,29.0519,-46.9112,-4.7917,55.386
7.812000,27.5870,-45.4210,-4.2738,53.314
7.818000,26.1887,-43.8089,-3.5890,51.166
7.822000,25.0884,-42.2001,-2.8211,49.176
7.828000,24.3715,-40.5522,-1.8286,47.348
7.831000,24.0700,-38.7995,-0.7278,45.665
7.838000,24.2278,-36.9269,0.2784,44.166
7.842000,24.9228,-34.9298,1.2017,42.926
7.848000,25.8077,-32.8991,1.5993,41.844
7.852000,26.7301,-30.9841,1.4145,40.945
7.857000,27.6870,-29.3989,0.5102,40.387
7.862000,28.3675,-28.0447,-1.0337,39.903
7.869000,28.3750,-26.6584,-2.3161,39.002
7.872000,27.6657,-25.4141,-3.1466,37.698
7.877000,26.8779,-24.4638,-3.4792,36.510
7.882000,26.1422,-23.5379,-3.0516,35.309
7.887000,25.5270,-22.6289,-1.9023,34.166
7.893000,24.7871,-21.4331,-0.0881,32.769
7.900000,24.0909,-20.0025,2.2491,31.393
7.905000,23.3376,-18.4012,4.7045,30.090
7.910000,22.4975,-16.8803,7.1392,29.018
7.913000,21.6427,-15.4520,9.2319,28.150
7.918000,20.8258,-14.0473,11.2000,27.504
7.922000,19.7309,-12.7143,13.0490,26.856
7.927000,18.6434,-11.6438,14.8065,26.503
7.933000,17.7438,-10.8114,16.5505,26.564
7.938000,16.8708,-9.7666,18.3691,26.785
7.942000,16.2755,-8.3819,20.3397,27.365
7.947000,16.2216,-6.9508,22.2972,28.436
7.953000,16.6468,-5.6039,23.9246,29.680
7.959000,17.5157,-4.2207,24.9020,30.736
7.963000,18.9819,-2.9916,25.1664,31.664
7.968000,21.1157,-1.9390,24.7938,32.625
7.973000,24.0207,-0.8936,23.9954,33.964
7.978000,27.9580,0.3131,22.7704,36.059
7.983000,32.7160,1.9638,21.0638,38.960
7.988000,38.9021,3.8078,18.7989,43.374
7.993000,46.5240,5.6376,16.0507,49.537
7.997000,55.1579,7.3171,13.0953,57.161
8.003000,63.8826,8.7323,10.5160,65.329
8.012000,71.6602,9.5396,8.6279,72.805
8.017000,71.9814,9.4592,8.0865,73.049
8.018000,71.9221,8.4413,9.2749,73.007
8.030000,71.8140,6.8891,12.4414,73.209
8.031000,71.6599,4.0276,17.5904,73.897
8.032000,71.4661,0.5491,22.7580,75.004
8.039000,68.8018,-2.5821,26.9412,73.934
8.043000,62.4808,-5.4611,29.7554,69.419
8.049000,56.4908,-8.3723,30.9044,64.934
8.054000,51.1678,-11.1578,30.3720,60.540
8.058000,46.8066,-13.6256,28.2028,56.320
8.064000,43.3164,-15.6478,24.8566,52.336
8.067000,40.6649,-17.1526,20.7907,48.786
8.073000,38.7704,-18.2948,16.2786,45.857
8.078000,37.4452,-19.2053,11.6787,43.674
8.083000,36.4851,-19.8238,7.4500,42.186
8.089000,35.6143,-20.1322,3.9343,41.099
8.094000,34.7040,-20.2409,1.2271,40.194
8.098000,33.8221,-20.3315,-0.6503,39.468
8.103000,32.8185,-20.4973,-1.8499,38.738
8.109000,31.4961,-20.6758,-2.2650,37.744
8.114000,30.0166,-20.8429,-1.8975,36.593
8.119000,28.5082,-21.0747,-0.9496,35.465
8.124000,27.0822,-21.4761,0.1090,34.564
8.128000,25.7801,-22.0065,1.0447,33.912
8.133000,24.5955,-22.5823,1.9032,33.444
8.139000,23.5814,-23.1869,2.4088,33.159
8.144000,22.5445,-23.7749,2.5805,32.866
8.148000,21.5595,-24.4373,2.6411,32.695
8.154000,20.6700,-25.2645,2.5278,32.740
8.162000,19.6784,-26.1002,2.0976,32.755
8.163000,18.5742,-26.8473,1.4819,32.680
8.168000,17.3133,-27.4723,0.7725,32.482
8.184000,16.0622,-28.1803,-0.2126,32.437
8.186000,15.1457,-28.9855,-1.2698,32.729
8.187000,14.0358,-29.4345,-2.2122,32.685
8.189000,13.0232,-29.7635,-3.0710,32.633
8.194000,12.1777,-30.1824,-3.9263,32.782
8.199000,11.4517,-30.6589,-4.7553,33.071
8.206000,10.7392,-31.0674,-5.5854,33.342
8.209000,9.9291,-31.2873,-6.2559,33.416
8.214000,9.2476,-31.4239,-6.6940,33.433
8.219000,8.6429,-31.5400,-6.8958,33.422
8.223000,8.0819,-31.6602,-6.9425,33.405
8.229000,7.5026,-31.7734,-6.8327,33.354
8.233000,7.1080,-31.9714,-6.6944,33.429
8.240000,6.8911,-32.0908,-6.4202,33.444
8.246000,6.5885,-32.0117,-6.0086,33.230
8.265000,6.2556,-31.9086,-5.5384,32.984
8.266000,6.0091,-31.8098,-4.9712,32.752
8.267000,6.0397,-31.6864,-4.3856,32.554
8.267000,6.4929,-31.4837,-3.9704,32.391
8.269000,7.1604,-31.0877,-3.6446,32.109
8.275000,8.0792,-30.6174,-3.3230,31.839
8.279000,9.0117,-30.0360,-2.9993,31.502
8.284000,9.9595,-29.5267,-2.8681,31.293
8.289000,11.0526,-29.0163,-2.9160,31.187
8.294000,12.5653,-28.5756,-3.1588,31.376
8.299000,14.1817,-28.1965,-3.5792,31.764
8.303000,15.6320,-27.9210,-3.9821,32.246
8.313000,16.9145,-27.7834,-4.2197,32.800
8.314000,18.2912,-27.9709,-4.4722,33.719
8.319000,19.2912,-27.9549,-4.2057,34.224
8.326000,20.0301,-27.6901,-3.5751,34.362
8.329000,20.6670,-27.4807,-2.9187,34.508
8.334000,21.1352,-27.4934,-2.2080,34.749
8.339000,21.4085,-27.6271,-1.4860,34.983
8.345000,21.6298,-27.7306,-0.9254,35.181
8.350000,21.8084,-27.7246,-0.4341,35.277
8.354000,21.9285,-27.4537,0.2809,35.138
8.362000,22.1423,-27.2078,0.7703,35.088
8.365000,22.3888,-27.1711,0.8082,35.216
8.370000,22.5785,-27.2432,0.6129,35.389
8.375000,22.6897,-27.2374,0.4234,35.452
8.381000,22.6622,-27.0749,0.2988,35.309
8.384000,22.3479,-26.9091,0.1232,34.979
8.390000,21.7888,-26.8407,-0.1754,34.572
8.394000,20.7824,-26.8777,-0.6039,33.981
8.400000,19.3744,-26.8854,-0.9823,33.154
8.405000,17.7566,-26.6291,-1.1789,32.028
8.410000,16.3817,-26.5016,-1.2753,31.182
8.414000,15.3518,-26.5784,-1.5142,30.731
8.419000,14.3987,-26.7811,-1.8297,30.461
8.424000,13.4345,-27.0910,-2.1199,30.313
8.430000,12.3665,-27.5105,-2.3632,30.255
8.435000,10.9559,-28.0303,-2.4203,30.193
8.439000,9.4789,-28.7677,-2.2759,30.374
8.445000,7.9290,-29.8655,-1.9958,30.965
8.451000,6.0437,-31.0003,-1.2985,31.611
8.455000,3.7996,-32.3235,-0.3399,32.548
8.462000,1.4438,-33.8498,0.7203,33.888
8.466000,-1.2907,-35.6441,1.7582,35.711
8.470000,-4.3841,-37.7185,2.7516,38.072
8.484000,-8.1706,-39.9131,3.9059,40.928
8.485000,-12.6791,-41.7811,5.7233,44.036
8.486000,-17.4646,-43.3563,7.7739,47.384
8.490000,-21.9960,-44.9600,9.9325,51.028
8.495000,-27.0002,-46.1782,11.9983,54.821
8.500000,-32.6549,-46.9220,14.4500,58.965
8.505000,-38.1490,-47.0593,18.0623,63.215
8.510000,-42.5739,-46.5320,22.2547,66.881
8.515000,-45.1861,-45.4331,25.7509,69.058
8.520000,-45.9353,-44.1969,27.4376,69.399
8.526000,-45.1671,-43.2017,27.1470,68.143
8.529000,-43.4744,-42.6362,25.0470,65.842
8.535000,-41.3494,-42.3197,21.9100,63.093
8.541000,-38.9428,-42.0126,18.5346,60.209
8.545000,-36.1616,-41.7890,14.9300,57.244
8.551000,-33.0764,-41.6793,11.3912,54.415
8.556000,-29.5430,-41.7443,8.0013,51.763
8.560000,-25.8490,-41.9006,4.8490,49.471
8.566000,-22.0765,-42.2465,2.0983,47.713
8.571000,-18.1157,-42.7837,-0.4419,46.463
8.575000,-14.1177,-43.4278,-2.6945,45.744
8.581000,-10.0749,-44.0607,-4.3593,45.408
8.585000,-6.0773,-44.6294,-5.6813,45.398
8.590000,-2.2254,-45.1757,-6.9049,45.754
8.595000,1.2239,-45.6213,-7.9662,46.328
8.602000,4.4219,-46.0989,-8.6601,47.113
8.605000,7.4944,-46.7558,-9.0467,48.209
8.612000,10.5254,-47.6311,-9.3142,49.661
8.615000,11.8268,-47.6854,-9.1083,49.967
8.621000,13.7800,-49.4699,-9.6689,52.256
8.625000,15.4723,-50.8789,-9.1457,53.960
8.630000,16.8498,-51.8006,-8.3447,55.108
8.636000,19.1682,-53.1678,-7.1526,56.968
8.641000,21.3967,-54.5044,-6.2118,58.882
8.645000,23.3562,-55.5685,-5.5448,60.532
8.651000,24.7667,-56.4047,-5.2612,61.827
8.656000,25.6203,-57.3227,-5.1033,62.995
8.662000,25.8911,-58.1901,-5.0265,63.888
8.665000,25.8627,-58.9636,-4.8423,64.568
8.671000,25.9261,-59.7342,-4.5129,65.274
8.677000,26.3598,-60.5646,-4.2033,66.186
8.681000,27.3225,-61.3549,-4.2193,67.296
8.686000,28.8902,-61.9515,-4.7744,68.523
8.690000,30.8960,-62.3953,-5.7104,69.859
8.697000,32.8741,-62.6472,-6.6217,71.058
8.702000,34.6334,-62.5537,-7.0530,71.848
8.715000,35.9983,-62.3020,-6.8734,72.282
8.717000,36.8182,-61.7904,-6.2255,72.197
8.718000,37.0822,-60.8576,-4.8785,71.432
8.726000,36.7163,-59.4897,-2.9046,69.968
8.727000,35.8793,-57.8121,-0.5880,68.043
8.735000,34.5371,-55.8988,1.7738,65.732
8.737000,32.2374,-53.7990,3.8863,62.839
8.740000,29.5906,-51.7391,5.3767,59.845
8.746000,26.9820,-49.8046,6.2922,56.992
8.751000,24.3955,-47.8520,6.5731,54.112
8.756000,22.1704,-45.9743,6.3243,51.431
8.761000,20.6688,-44.2216,5.6639,49.141
8.766000,20.0543,-42.5468,5.1362,47.316
8.771000,19.9210,-40.9321,4.6916,45.763
8.775000,20.0406,-39.2120,4.5172,44.267
8.781000,20.4177,-37.4177,4.7295,42.887
8.785000,20.9942,-35.6177,5.2506,41.677
8.790000,21.5822,-33.8995,5.8425,40.609
8.795000,22.0415,-32.2942,6.2384,39.594
8.802000,22.0811,-30.6429,6.3739,38.304
8.807000,21.7430,-28.8278,6.2978,36.653
8.811000,21.4781,-27.0819,6.0088,35.083
8.816000,21.3379,-25.5345,5.5443,33.735
8.822000,20.9629,-23.8936,5.4016,32.242
8.826000,20.3714,-21.9412,5.8100,30.499
8.832000,19.9175,-19.8520,6.9216,28.961
8.836000,19.8161,-17.8949,8.7688,28.103
8.841000,19.9057,-15.7524,10.9729,27.655
8.847000,20.2729,-13.4080,13.2420,27.679
8.856000,20.6464,-11.1618,15.2898,28.011
8.858000,21.2104,-9.0791,16.6258,28.438
8.867000,21.3847,-7.1077,17.4388,28.495
8.868000,21.2317,-5.5055,17.6586,28.159
8.872000,20.9722,-4.3379,17.3604,27.569
8.878000,20.7922,-3.3393,16.6788,26.864
8.881000,20.7832,-2.2828,15.7305,26.165
8.886000,21.0580,-1.3129,14.4257,25.559
8.891000,22.3462,-0.8072,12.9497,25.840
8.896000,24.8111,-0.9163,11.4482,27.340
8.903000,27.9166,-1.3203,10.1790,29.744
8.907000,30.9483,-1.5865,9.1623,32.315
8.911000,33.7535,-1.4976,8.5070,34.841
8.916000,36.7122,-1.1676,8.3156,37.660
8.922000,40.4739,-0.6556,8.4942,41.361
8.927000,45.2794,-0.0429,8.8809,46.142
8.931000,50.8929,0.6496,9.1636,51.715
8.938000,56.9705,1.2248,9.2527,57.730
8.942000,62.5809,1.4878,9.3083,63.287
8.947000,67.1187,1.4202,9.5746,67.813
8.952000,70.3474,1.0018,10.4945,71.133
8.956000,72.4189,-0.0656,12.6976,73.524
8.965000,72.3382,-1.6894,16.3090,74.173
8.977000,72.1893,-3.8668,21.0735,75.302
8.977000,69.5768,-6.3507,26.4432,74.703
8.978000,64.7453,-8.2827,31.3641,72.417
8.982000,58.9477,-9.7597,34.7914,69.141
8.986000,53.4512,-11.0941,36.0758,65.434
8.993000,48.7878,-12.3585,35.3360,61.495
8.997000,45.3621,-13.6686,32.3814,57.386
9.001000,43.0911,-15.1221,27.5369,53.327
9.007000,41.4716,-16.3495,21.6082,49.539
9.012000,40.4735,-17.5807,15.3334,46.715
9.017000,39.6622,-18.6759,9.1603,44.786
9.023000,38.6975,-19.4344,3.7344,43.464
9.027000,37.6466,-19.8859,-0.9258,42.586
9.032000,36.4294,-20.0665,-4.2903,41.811
9.038000,35.0263,-20.1498,-6.2062,40.882
9.042000,33.6193,-20.3758,-7.0026,39.931
9.048000,32.2010,-20.8147,-6.8924,38.957
9.052000,30.6395,-21.3482,-5.9801,37.819
9.058000,29.1594,-22.0114,-4.5273,36.814
9.063000,27.6548,-22.7730,-2.9980,35.950
9.067000,25.9959,-23.5747,-1.5282,35.127
9.073000,24.4572,-24.5572,-0.2964,34.660
9.078000,22.9828,-25.5812,0.5749,34.394
9.084000,21.4710,-26.5332,1.2952,34.157
9.088000,20.0186,-27.5082,1.6492,34.061
9.092000,18.6983,-28.4877,1.7545,34.121
9.098000,17.4200,-29.3696,1.6708,34.188
9.104000,16.0221,-30.0724,1.3483,34.101
9.112000,14.7790,-30.7750,0.8119,34.149
9.113000,13.5842,-31.4934,-0.0155,34.298
9.117000,12.3338,-32.0728,-0.9112,34.375
9.123000,11.1914,-32.5381,-1.8921,34.461
9.128000,10.1193,-32.9097,-2.8421,34.547
9.132000,9.1319,-33.2053,-3.6863,34.635
9.137000,8.0036,-33.1721,-4.2470,34.387
9.143000,7.1947,-33.4139,-4.9067,34.530
9.147000,6.5499,-33.5711,-5.5960,34.659
9.153000,5.9038,-33.5213,-6.1856,34.595
9.158000,5.4712,-33.4155,-6.6412,34.506
9.164000,5.0981,-33.2026,-7.0406,34.322
9.168000,4.8887,-32.9702,-7.3843,34.139
9.172000,4.8682,-32.7013,-7.5645,33.916
9.179000,4.9806,-32.3987,-7.6880,33.669
9.183000,5.2806,-32.0800,-7.8709,33.451
9.188000,5.8132,-31.7558,-8.0187,33.264
9.194000,6.5113,-31.4128,-7.9762,33.057
9.198000,7.3419,-31.1339,-7.7321,32.909
9.206000,8.4952,-30.8465,-7.1737,32.789
9.207000,9.9397,-30.4423,-6.3047,32.639
9.217000,11.4167,-30.0376,-5.3170,32.571
9.218000,12.8488,-29.8439,-4.4352,32.794
9.226000,14.5133,-29.7731,-3.8173,33.341
9.239000,16.3006,-29.6661,-3.3614,34.016
9.240000,18.2048,-29.6171,-2.8626,34.882
9.241000,20.1517,-29.6964,-2.4012,35.968
9.243000,21.8632,-29.8109,-1.9587,37.021
9.248000,23.1641,-29.8959,-1.6080,37.854
9.253000,24.0718,-30.0228,-1.4167,38.508
9.258000,24.7081,-30.2699,-1.5006,39.103
9.263000,25.2185,-30.5216,-1.5999,39.624
9.269000,25.5835,-30.6267,-1.6856,39.942
9.273000,25.8529,-30.6447,-1.8438,40.136
9.278000,26.0213,-30.7523,-2.2666,40.348
9.283000,25.9280,-30.9657,-2.8304,40.486
9.287000,25.6125,-31.2844,-3.3021,40.566
9.292000,25.0186,-31.4688,-3.4927,40.354
9.300000,24.2427,-31.4973,-3.5699,39.907
9.303000,23.3095,-31.3609,-3.7240,39.252
9.308000,22.5398,-31.2729,-3.8982,38.746
9.323000,21.8262,-31.0976,-3.8295,38.185
9.325000,21.0084,-30.9316,-3.6325,37.567
9.326000,20.1569,-30.8381,-3.4091,36.999
9.329000,19.1579,-30.7342,-3.1554,36.353
9.333000,18.1277,-30.8173,-2.8465,35.867
9.338000,16.8574,-30.9207,-2.4341,35.301
9.343000,15.7028,-31.2612,-2.0114,35.041
9.349000,14.6178,-31.6337,-1.5543,34.882
9.353000,13.3720,-32.0372,-0.9159,34.728
9.359000,11.8960,-32.5400,-0.4350,34.649
9.364000,10.3795,-33.1234,-0.0846,34.712
9.368000,8.7898,-33.7875,0.2696,34.913
9.374000,6.8163,-34.6901,0.6487,35.359
9.378000,4.7037,-36.0752,1.1813,36.400
9.384000,2.2893,-37.8109,1.6037,37.914
9.389000,-0.5652,-39.5885,2.1028,39.648
9.393000,-4.0083,-41.3323,3.0057,41.635
9.398000,-7.7868,-43.1785,4.2320,44.079
9.405000,-11.7314,-44.7467,6.0158,46.648
9.409000,-15.7753,-46.0357,8.1850,49.347
9.417000,-20.0115,-47.3029,10.5853,52.441
9.418000,-25.1214,-48.1734,12.9978,55.863
9.423000,-30.7229,-48.7392,15.7019,59.716
9.428000,-35.8998,-48.9823,19.1954,63.691
9.438000,-40.0029,-48.7230,23.3586,67.229
9.440000,-42.8945,-48.0800,27.3399,69.994
9.444000,-44.5636,-47.2551,30.3793,71.707
9.448000,-45.1672,-46.5336,32.0800,72.350
9.454000,-45.0360,-46.0170,32.2574,72.016
9.459000,-44.3894,-45.6132,30.8558,70.732
9.464000,-43.1616,-45.2717,28.4198,68.703
9.469000,-41.0519,-45.4197,25.4706,66.310
9.473000,-38.4400,-45.7629,21.9498,63.668
9.478000,-35.2648,-46.2475,18.0294,60.889
9.483000,-31.4367,-46.9771,14.0090,58.235
9.490000,-26.9951,-47.9457,9.8785,55.903
9.494000,-21.9871,-49.1070,5.7709,54.113
9.498000,-16.7212,-50.4766,1.7149,53.202
9.504000,-11.4026,-51.8564,-2.0373,53.134
9.510000,-6.2979,-53.1342,-5.2369,53.762
9.517000,-1.2006,-54.3985,-8.1471,55.018
9.519000,3.5465,-55.5960,-10.7514,56.737
9.524000,7.5169,-56.6576,-12.7459,58.558
9.540000,10.7386,-57.6721,-14.0664,60.326
9.542000,13.7339,-58.9542,-14.7416,62.302
9.542000,14.1984,-59.4331,-14.4802,62.798
9.544000,16.5535,-62.1697,-14.5558,65.962
9.550000,17.2969,-63.5476,-12.3426,67.006
9.555000,19.8139,-65.8529,-10.0052,69.493
9.558000,21.5773,-67.8300,-7.7185,71.597
9.564000,23.0228,-69.4675,-5.0229,73.355
9.570000,25.0994,-70.6227,-2.3071,74.986
9.574000,26.9640,-71.0058,-0.1588,75.953
9.580000,28.4146,-71.1275,1.3268,76.605
9.584000,29.7886,-71.1007,2.2208,77.121
9.590000,30.9276,-70.8219,2.5226,77.322
9.594000,31.9408,-70.3685,2.2600,77.311
9.599000,33.2493,-69.8201,1.5021,77.347
9.604000,34.9743,-69.1870,0.3087,77.525
9.609000,35.6228,-66.9001,-1.0073,75.800
9.615000,36.1403,-65.1395,-1.9861,74.520
9.621000,40.4541,-66.5626,-3.3259,77.963
9.624000,42.6478,-65.8080,-3.9584,78.519
9.631000,41.2663,-61.5254,-3.5467,74.168
9.635000,37.6555,-56.7646,-2.2740,68.157
9.641000,35.2582,-54.9512,-0.6274,65.293
9.644000,32.7825,-53.3952,1.2595,62.668
9.651000,29.8446,-50.9068,3.2594,59.100
9.654000,27.4904,-48.5262,4.8351,55.981
9.659000,25.8570,-46.4934,5.7444,53.509
9.672000,24.6357,-44.2721,6.0974,51.031
9.673000,23.7906,-41.8609,5.8100,48.498
9.674000,23.3428,-39.6804,4.5869,46.265
9.680000,23.3168,-37.7999,2.3340,44.474
9.685000,23.6414,-36.0013,-0.0479,43.070
9.691000,24.1234,-34.0941,-2.2716,41.827
9.695000,24.5039,-32.3193,-3.8666,40.742
9.700000,25.1571,-31.0333,-5.0075,40.262
9.705000,25.6517,-29.7747,-5.6039,39.698
9.710000,25.5657,-28.4751,-5.6339,38.680
9.715000,25.2926,-27.4158,-5.0133,37.636
9.720000,24.5332,-26.3585,-3.4099,36.170
9.725000,23.2303,-24.8637,-0.7409,34.035
9.730000,21.9707,-23.1518,2.3069,32.001
9.735000,20.8745,-21.3975,5.3090,30.361
9.739000,20.1605,-19.5738,7.6439,29.121
9.745000,19.7936,-17.7528,9.1463,28.118
9.752000,19.6479,-15.8723,10.1487,27.221
9.755000,19.9443,-14.3367,10.4908,26.709
9.760000,20.3649,-13.1540,10.1260,26.273
9.772000,20.3859,-11.9585,9.6955,25.546
9.772000,19.9393,-10.7096,9.5947,24.583
9.774000,19.2856,-9.6603,10.0081,23.779
9.780000,18.2403,-8.7089,11.1477,23.083
9.785000,16.8525,-7.5774,12.9709,22.576
9.790000,15.3494,-6.2268,15.0093,22.353
9.795000,14.0231,-4.7224,16.6455,22.272
9.801000,13.2278,-3.3121,17.5508,22.226
9.806000,13.6041,-2.3546,17.3240,22.153
9.811000,15.2831,-1.9871,16.0015,22.216
9.815000,17.9363,-1.9793,13.8180,22.728
9.820000,21.4049,-2.1063,11.3887,24.337
9.826000,25.5900,-2.1677,9.1196,27.253
9.831000,30.6075,-2.2224,7.2661,31.537
9.835000,36.6319,-2.1581,5.8251,37.155
9.841000,43.6565,-1.7990,5.0231,43.981
9.846000,51.4111,-1.1268,4.8438,51.651
9.851000,59.2307,-0.1770,5.4508,59.481
9.856000,66.6770,0.6225,6.8859,67.035
9.860000,72.6564,0.9675,9.0686,73.227
9.868000,72.6447,0.9219,12.0206,73.638
9.870000,72.5887,0.5306,15.5015,74.227
9.875000,72.4863,-0.3412,19.5125,75.067
9.880000,72.3388,-1.5640,24.2532,76.312
9.891000,70.9495,-3.2254,29.0769,76.744
9.891000,66.8460,-5.0901,32.8264,74.645
9.895000,62.3737,-7.2204,34.8197,71.799
9.901000,57.5480,-9.3560,34.9416,67.972
9.905000,52.9054,-11.4192,33.0871,63.436
9.911000,48.8181,-13.2964,29.6885,58.664
9.916000,45.6002,-14.9473,24.9669,54.094
9.921000,43.1588,-16.3165,19.3043,50.016
9.926000,41.2877,-17.3844,13.4077,46.762
9.930000,39.8315,-18.2149,7.9339,44.512
9.936000,38.3410,-18.8159,3.0878,42.821
9.940000,36.9857,-19.3113,-0.9152,41.734
9.946000,35.7219,-19.7144,-3.8751,40.984
9.950000,34.4315,-20.0770,-5.7501,40.270
9.955000,32.9607,-20.4965,-6.6714,39.383
9.960000,31.2849,-21.0867,-6.9143,38.356
9.969000,29.4901,-21.7548,-6.4191,37.204
9.971000,27.8673,-22.4418,-5.3357,36.176
9.976000,26.7143,-23.1919,-3.9156,35.593
9.980000,25.7754,-23.9977,-2.4971,35.306
9.987000,24.6992,-24.6674,-0.9109,34.919
9.992000,23.6446,-25.2608,0.5413,34.604
9.996000,22.7417,-25.9619,1.8066,34.561
10.000000,21.8497,-26.7225,2.8753,34.638
10.006000,20.8764,-27.4246,3.6434,34.658
10.012000,19.8924,-27.8542,4.2178,34.487
10.017000,18.9343,-28.1159,4.6077,34.209
10.021000,18.2570,-28.7476,4.5324,34.355
10.026000,17.6506,-29.5111,4.1993,34.642
10.031000,16.8534,-30.2377,3.7752,34.822
10.036000,15.8810,-30.9468,3.1223,34.924
10.041000,14.9190,-31.6810,2.3724,35.098
10.047000,14.0592,-32.4276,1.5495,35.378
10.050000,13.4527,-33.1284,0.7874,35.764
10.056000,12.8677,-33.7493,0.1648,36.119
10.062000,12.2373,-34.3157,-0.4773,36.435
10.068000,11.5469,-34.7929,-1.0742,36.675
10.071000,11.0688,-35.2663,-1.6241,36.998
10.077000,10.5146,-35.7946,-2.0916,37.366
10.082000,9.9905,-36.2960,-2.5857,37.735
10.087000,9.3339,-36.4540,-3.0103,37.750
10.096000,9.0062,-36.4796,-3.2904,37.719
10.097000,8.9892,-36.3996,-3.4921,37.655
10.107000,9.1601,-36.2209,-3.6428,37.538
10.108000,9.4582,-35.9887,-3.8679,37.411
10.112000,9.8134,-35.7970,-4.3048,37.367
10.117000,10.2867,-35.4523,-4.8179,37.228
10.121000,11.0250,-34.9344,-5.2258,37.004
10.126000,11.8668,-34.3551,-5.5647,36.770
10.131000,12.8159,-33.8287,-5.8084,36.638
10.137000,13.9534,-33.2950,-6.0517,36.604
10.141000,15.1652,-32.8402,-6.2883,36.715
